Timestamp,Wind Speed (m/s),Power Output (MW)
2024-01-01,10.569217385550083,841.0241539500091
2024-01-02,9.449612605207301,716.6236228008113
2024-01-03,10.585321165219991,842.8134628022212
2024-01-04,9.666879925855088,740.764436206121
2024-01-05,12.069839931802667,1000.0
2024-01-06,12.80150347145426,1000.0
2024-01-07,11.165980698374467,907.3311887082741
2024-01-08,12.154341775742042,1000.0
2024-01-09,10.240028624186314,804.4476249095904
2024-01-10,12.365849229389735,1000.0
2024-01-11,9.841412236561082,760.1569151734535
2024-01-12,13.29625660936154,1000.0
2024-01-13,9.026148488634206,669.5720542926895
2024-01-14,12.308981195697163,1000.0
2024-01-15,10.7371051707318,859.6783523035333
2024-01-16,10.686586595403982,854.0651772671092
2024-01-17,11.969784005875002,996.6426673194447
2024-01-18,10.430740516066383,825.637835118487
2024-01-19,12.58968453130813,1000.0
2024-01-20,12.10645955753359,1000.0
2024-01-21,13.434227474959313,1000.0
2024-01-22,10.043107337038007,782.5674818931119
2024-01-23,11.804673169582657,978.2970188425174
2024-01-24,10.329468056158253,814.3853395731393
2024-01-25,15.472469190895811,1000.0
2024-01-26,11.941979682352624,993.5532980391805
2024-01-27,12.974574965119258,1000.0
2024-01-28,12.091699883703848,1000.0
2024-01-29,7.674779440628797,519.4199378476441
2024-01-30,12.043625934930944,1000.0
2024-01-31,14.993267593010746,1000.0
2024-02-01,8.572622843211526,619.1803159123918
2024-02-02,11.846338727611537,982.9265252901707
2024-02-03,10.412843421761302,823.6492690845892
2024-02-04,10.615035092249343,846.115010249927
2024-02-05,13.113968712227326,1000.0
2024-02-06,8.86447809677994,651.6086774199935
2024-02-07,9.605787189702209,733.9763544113565
2024-02-08,13.654895053108273,1000.0
2024-02-09,8.903397421326014,655.9330468140015
2024-02-10,10.13379065431116,792.6434060345733
2024-02-11,16.248594612855758,1000.0
2024-02-12,12.695249406303876,1000.0
2024-02-13,15.206137095329826,1000.0
2024-02-14,12.536988158347453,1000.0
2024-02-15,11.232897571684807,914.7663968538675
2024-02-16,14.14816797210233,1000.0
2024-02-17,11.388963714464126,932.1070793849029
2024-02-18,12.954032261274548,1000.0
2024-02-19,12.266720358969495,1000.0
2024-02-20,11.672936879914685,963.659653323854
2024-02-21,10.567607605119061,840.8452894576734
2024-02-22,13.365512721569537,1000.0
2024-02-23,13.106581412434595,1000.0
2024-02-24,12.982336862129896,1000.0
2024-02-25,13.119265823744607,1000.0
2024-02-26,13.141046181019131,1000.0
2024-02-27,11.17405156000901,908.2279511121124
2024-02-28,15.226878759044055,1000.0
2024-02-29,16.202019487930837,1000.0
2024-03-01,13.116469884088303,1000.0
2024-03-02,12.994422846707227,1000.0
2024-03-03,9.969860553788717,774.4289504209685
2024-03-04,11.831926750831933,981.3251945368814
2024-03-05,10.764393167504767,862.7103519449741
2024-03-06,13.585122781630078,1000.0
2024-03-07,10.643824942716591,849.3138825240657
2024-03-08,15.614313532581818,1000.0
2024-03-09,12.28704439395738,1000.0
2024-03-10,11.895806936631146,988.4229929590163
2024-03-11,13.23945335579871,1000.0
2024-03-12,12.14475563104288,1000.0
2024-03-13,11.728388510979809,969.8209456644231
2024-03-14,16.95373360499996,1000.0
2024-03-15,16.280210338065167,1000.0
2024-03-16,13.198216358969903,1000.0
2024-03-17,13.152081292686638,1000.0
2024-03-18,9.693888885095273,743.7654316772525
2024-03-19,10.468766584837816,829.8629538708684
2024-03-20,10.157674350554297,795.2971500615885
2024-03-21,11.134339183221448,903.8154648023831
2024-03-22,13.984483490385166,1000.0
2024-03-23,14.664079279597589,1000.0
2024-03-24,15.875164822684987,1000.0
2024-03-25,15.719720774878203,1000.0
2024-03-26,7.376564574363258,486.2849527070287
2024-03-27,14.116413128113894,1000.0
2024-03-28,18.732897925223835,1000.0
2024-03-29,12.20323909494905,1000.0
2024-03-30,10.776516814498047,864.0574238331163
2024-03-31,8.664906359059334,629.4340398954815
2024-04-01,14.003181612036737,1000.0
2024-04-02,15.253761349108583,1000.0
2024-04-03,15.300550669357083,1000.0
2024-04-04,16.31073125713395,1000.0
2024-04-05,14.482273340982587,1000.0
2024-04-06,13.791042802256227,1000.0
2024-04-07,8.953617740598496,661.5130822887218
2024-04-08,8.861976958741508,651.3307731935008
2024-04-09,12.408422807540852,1000.0
2024-04-10,11.904693592849826,989.4103992055362
2024-04-11,15.021728546615357,1000.0
2024-04-12,13.764232672640114,1000.0
2024-04-13,12.316253947359776,1000.0
2024-04-14,12.992983642678682,1000.0
2024-04-15,9.128658802747902,680.9620891942113
2024-04-16,9.62953029278551,736.6144769761678
2024-04-17,11.037082431732697,893.0091590814109
2024-04-18,10.014920274624373,779.4355860693748
2024-04-19,15.1361481831581,1000.0
2024-04-20,13.128433646705671,1000.0
2024-04-21,14.565497151689168,1000.0
2024-04-22,12.963495532610665,1000.0
2024-04-23,9.880799465331878,764.5332739257642
2024-04-24,15.505930155961133,1000.0
2024-04-25,13.02151836164834,1000.0
2024-04-26,15.350121942248052,1000.0
2024-04-27,14.165095358379089,1000.0
2024-04-28,12.732208661727464,1000.0
2024-04-29,12.668997616422278,1000.0
2024-04-30,14.064991038113398,1000.0
2024-05-01,13.686605582050644,1000.0
2024-05-02,7.589124036663447,509.9026707403831
2024-05-03,10.391076029738347,821.2306699709275
2024-05-04,10.046465709513697,782.9406343904109
2024-05-05,11.608147524724037,956.4608360804486
2024-05-06,14.063772162975352,1000.0
2024-05-07,10.610841669213253,845.6490743570281
2024-05-08,12.839790291540718,1000.0
2024-05-09,10.753232319366886,861.4702577074316
2024-05-10,12.265823259020856,1000.0
2024-05-11,11.176877747629101,908.5419719587891
2024-05-12,12.06952561865268,1000.0
2024-05-13,10.431278132806465,825.6975703118294
2024-05-14,11.859129062740568,984.3476736378408
2024-05-15,11.807912234397705,978.6569149330783
2024-05-16,9.895957863648347,766.2175404053718
2024-05-17,13.361187457543576,1000.0
2024-05-18,15.255673919672882,1000.0
2024-05-19,8.68362195314893,631.513550349881
2024-05-20,8.106253088615583,567.3614542906204
2024-05-21,9.256411709440274,695.1568566044748
2024-05-22,12.603608034652108,1000.0
2024-05-23,13.968922980416286,1000.0
2024-05-24,14.883787642444418,1000.0
2024-05-25,9.564396948481573,729.3774387201748
2024-05-26,13.11938035910624,1000.0
2024-05-27,14.177653906013392,1000.0
2024-05-28,11.577673288815229,953.0748098683587
2024-05-29,13.974760143818976,1000.0
2024-05-30,12.732096147850173,1000.0
2024-05-31,9.357686815910915,706.409646212324
2024-06-01,10.817552145490673,868.6169050545192
2024-06-02,13.779315229224128,1000.0
2024-06-03,13.43594324631895,1000.0
2024-06-04,10.81384274080174,868.204748977971
2024-06-05,7.9145378934301505,546.0597659366833
2024-06-06,8.81622365308795,646.2470725653279
2024-06-07,11.343142167834014,927.0157964260015
2024-06-08,9.326250851230146,702.916761247794
2024-06-09,5.991141228184101,332.349025353789
2024-06-10,8.148184466768756,572.0204963076395
2024-06-11,11.060520569530436,895.6133966144928
2024-06-12,12.843260966153224,1000.0
2024-06-13,11.872495337598242,985.8328152886935
2024-06-14,9.44382265300947,715.98029477883
2024-06-15,11.478352235548735,942.0391372831928
2024-06-16,10.54482829369321,838.314254854801
2024-06-17,8.825215548667463,647.2461720741626
2024-06-18,9.589703910494965,732.1893233883294
2024-06-19,9.299746464669596,699.9718294077328
2024-06-20,12.287671431790136,1000.0
2024-06-21,9.301424217949814,700.1582464388681
2024-06-22,10.65213463127978,850.2371812533089
2024-06-23,11.586142634033349,954.0158482259277
2024-06-24,11.247254051284239,916.3615612538043
2024-06-25,9.956535671543921,772.9484079493246
2024-06-26,8.03006528832746,558.8961431474955
2024-06-27,9.688374299877676,743.1526999864084
2024-06-28,10.727815551901767,858.6461724335296
2024-06-29,11.348218211481708,927.5798012757454
2024-06-30,8.1258254551472,569.5361616830223
2024-07-01,10.672518196892753,852.5020218769725
2024-07-02,9.950600222875643,772.2889136528493
2024-07-03,9.978550388022565,775.3944875580628
2024-07-04,6.233197338990256,359.24414877669506
2024-07-05,5.656875949974961,295.2084388861068
2024-07-06,5.038726359070729,226.5251510078588
2024-07-07,8.38322041827228,598.1356020302534
2024-07-08,9.036008837015792,670.6676485573103
2024-07-09,7.279702022394338,475.5224469327042
2024-07-10,10.538373260361286,837.5970289290318
2024-07-11,11.154897941286343,906.0997712540382
2024-07-12,5.256454565817593,250.7171739797326
2024-07-13,4.30602803293802,145.11422588200222
2024-07-14,8.393718461062278,599.3020512291421
2024-07-15,10.387632704060616,820.8480782289573
2024-07-16,10.818609858727505,868.7344287475006
2024-07-17,12.922984811290117,1000.0
2024-07-18,9.659248629711275,739.9165144123639
2024-07-19,9.510701360667165,723.4112622963517
2024-07-20,9.282303916026267,698.033768447363
2024-07-21,10.98194491262844,886.8827680698269
2024-07-22,9.711341384118658,745.7045982354065
2024-07-23,12.88425810809218,1000.0
2024-07-24,7.340252752968341,482.2503058853712
2024-07-25,11.22978714934016,914.4207943711289
2024-07-26,9.36969167028277,707.7435189203077
2024-07-27,10.573913052522421,841.5458947247134
2024-07-28,7.781744732247886,531.3049702497651
2024-07-29,13.112273212530518,1000.0
2024-07-30,10.367860547429721,818.6511719366357
2024-07-31,11.711579883688849,967.953320409872
2024-08-01,8.610735586396578,623.4150651551753
2024-08-02,9.525733869388501,725.0815410431668
2024-08-03,7.765608625081975,529.5120694535527
2024-08-04,9.46624863437162,718.4720704857356
2024-08-05,8.402086077087823,600.2317863430915
2024-08-06,13.207098350576418,1000.0
2024-08-07,9.338998657085146,704.3331841205718
2024-08-08,7.0737685563161765,452.6409507017974
2024-08-09,5.886057235627247,320.67302618080515
2024-08-10,8.181164550986399,575.6849501095999
2024-08-11,12.930651228530133,1000.0
2024-08-12,7.028064840214942,447.5627600238824
2024-08-13,13.21200133375904,1000.0
2024-08-14,7.460392012019897,495.5991124466552
2024-08-15,10.83613925191813,870.6821391020144
2024-08-16,12.300300990306335,1000.0
2024-08-17,7.494235862965488,499.3595403294987
2024-08-18,10.098346448946131,788.7051609940146
2024-08-19,8.135923777008902,570.6581974454335
2024-08-20,5.848698234640977,316.5220260712196
2024-08-21,7.814570412899726,534.9522680999695
2024-08-22,5.462774566031897,273.6416184479886
2024-08-23,8.360829407837263,595.6477119819182
2024-08-24,5.6100950369096845,290.0105596566316
2024-08-25,9.458002022761836,717.5557803068706
2024-08-26,6.250277587993137,361.14195422145974
2024-08-27,6.596833207801339,399.6481342001488
2024-08-28,10.716092962131501,857.3436624590557
2024-08-29,6.645245462193091,405.02727357701013
2024-08-30,5.824657137354066,313.85079303934066
2024-08-31,10.602443173856615,844.7159082062906
2024-09-01,6.404751506687365,378.30572296526276
2024-09-02,7.919365085242522,546.5961205825025
2024-09-03,6.8088739390970705,423.20821545523006
2024-09-04,8.663912171759035,629.3235746398929
2024-09-05,6.120755480158524,346.75060890650275
2024-09-06,7.849674107771908,538.8526786413231
2024-09-07,7.034209845061177,448.2455383401308
